날짜,시군구지역코드,발생건수(건)
2023-10-04,43750,157
2023-10-04,43760,69
2023-10-04,43770,138
2023-10-04,43800,48
2023-10-04,44131,361
2023-10-04,44133,514
2023-10-04,44150,220
2023-10-04,44180,289
2023-10-04,44200,475
2023-10-04,44210,252
2023-10-04,44230,211
2023-10-04,44250,60
2023-10-04,44270,296
2023-10-04,44710,133
2023-10-04,44760,175
2023-10-04,44770,157
2023-10-04,44790,71
2023-10-04,44800,320
2023-10-04,44810,176
2023-10-04,44825,156
2023-10-04,45111,618
2023-10-04,45113,451
2023-10-04,45130,366
2023-10-04,45140,623
2023-10-04,45180,195
2023-10-04,45190,223
2023-10-04,45210,164
2023-10-04,45710,175
2023-10-04,45720,49
2023-10-04,45730,52
2023-10-04,45740,54
2023-10-04,45750,67
2023-10-04,45770,75
2023-10-04,45790,149
2023-10-04,45800,153
2023-10-04,46110,410
2023-10-04,46130,905
2023-10-04,46150,538
2023-10-04,46170,254
2023-10-04,46230,236
2023-10-04,46710,101
2023-10-04,46720,90
2023-10-04,46730,56
2023-10-04,46770,112
2023-10-04,46780,85
2023-10-04,46790,102
2023-10-04,46800,86
2023-10-04,46810,45
2023-10-04,46820,207
2023-10-04,46830,130
2023-10-04,46840,174
2023-10-04,46860,62
2023-10-04,46870,165
2023-10-04,46880,65
2023-10-04,46890,107
2023-10-04,46900,76
2023-10-04,46910,62
2023-10-04,47111,406
2023-10-04,47113,536
2023-10-04,47130,621
2023-10-04,47150,263
2023-10-04,47170,310
2023-10-04,47190,679
2023-10-04,47210,298
2023-10-04,47230,253
2023-10-04,47250,168
2023-10-04,47280,153
2023-10-04,47290,442
2023-10-04,47730,95
2023-10-04,47750,42
2023-10-04,47760,31
2023-10-04,47770,119
2023-10-04,47820,55
2023-10-04,47830,59
2023-10-04,47840,98
2023-10-04,47850,196
2023-10-04,47900,82
2023-10-04,47920,63
2023-10-04,47930,104
2023-10-04,47940,6
2023-10-04,48121,486
2023-10-04,48123,535
2023-10-04,48125,384
2023-10-04,48127,429
2023-10-04,48129,513
2023-10-04,48170,627
2023-10-04,48220,199
2023-10-04,48240,180
2023-10-04,48250,1005
2023-10-04,48270,143
2023-10-04,48310,374
2023-10-04,48330,834
2023-10-04,48720,57
