날짜,시군구지역코드,발생건수(건)
2023-10-05,44200,239
2023-10-05,44210,56
2023-10-05,44230,45
2023-10-05,44250,19
2023-10-05,44270,174
2023-10-05,44710,9
2023-10-05,44760,25
2023-10-05,44770,27
2023-10-05,44790,10
2023-10-05,44800,45
2023-10-05,44810,50
2023-10-05,44825,40
2023-10-05,45111,147
2023-10-05,45113,163
2023-10-05,45130,116
2023-10-05,45140,220
2023-10-05,45180,101
2023-10-05,45190,39
2023-10-05,45210,40
2023-10-05,45710,71
2023-10-05,45720,14
2023-10-05,45730,15
2023-10-05,45740,14
2023-10-05,45750,22
2023-10-05,45770,15
2023-10-05,45790,37
2023-10-05,45800,34
2023-10-05,46110,120
2023-10-05,46130,114
2023-10-05,46150,212
2023-10-05,46170,41
2023-10-05,46230,48
2023-10-05,46710,35
2023-10-05,46720,14
2023-10-05,46730,9
2023-10-05,46770,51
2023-10-05,46780,23
2023-10-05,46790,31
2023-10-05,46800,35
2023-10-05,46810,21
2023-10-05,46820,64
2023-10-05,46830,46
2023-10-05,46840,44
2023-10-05,46860,16
2023-10-05,46870,32
2023-10-05,46880,15
2023-10-05,46890,38
2023-10-05,46900,36
2023-10-05,46910,20
2023-10-05,47111,141
2023-10-05,47113,144
2023-10-05,47130,126
2023-10-05,47150,65
2023-10-05,47170,89
2023-10-05,47190,123
2023-10-05,47210,38
2023-10-05,47230,46
2023-10-05,47250,83
2023-10-05,47280,39
2023-10-05,47290,116
2023-10-05,47730,25
2023-10-05,47750,13
2023-10-05,47760,10
2023-10-05,47770,31
2023-10-05,47820,30
2023-10-05,47830,7
2023-10-05,47840,26
