날짜,시도지역코드,발생건수(건)
2023-12-10,47,43
2023-12-10,48,92
2023-12-10,49,75
2023-12-10,99,1501
2023-12-11,11,7784
2023-12-11,26,2579
2023-12-11,27,2142
2023-12-11,28,2107
2023-12-11,29,997
2023-12-11,30,1286
2023-12-11,31,649
2023-12-11,41,11394
2023-12-11,42,0
2023-12-11,43,1167
2023-12-11,44,2016
2023-12-11,45,1814
2023-12-11,46,1485
2023-12-11,47,2141
2023-12-11,48,2392
2023-12-11,49,740
2023-12-11,99,41974
2023-12-12,11,7311
2023-12-12,26,2534
2023-12-12,27,2201
2023-12-12,28,1945
2023-12-12,29,861
2023-12-12,30,1096
2023-12-12,31,613
2023-12-12,41,10219
2023-12-12,42,0
2023-12-12,43,1215
2023-12-12,44,1812
2023-12-12,45,1593
2023-12-12,46,1260
2023-12-12,47,2237
2023-12-12,48,2213
2023-12-12,49,569
2023-12-12,99,38909
2023-12-13,11,6531
2023-12-13,26,2356
2023-12-13,27,2082
2023-12-13,28,1817
2023-12-13,29,768
2023-12-13,30,1138
2023-12-13,31,525
2023-12-13,41,9185
2023-12-13,42,0
2023-12-13,43,1054
2023-12-13,44,1511
2023-12-13,45,1630
2023-12-13,46,1132
2023-12-13,47,1870
2023-12-13,48,2155
2023-12-13,49,590
2023-12-13,99,35340
2023-12-14,11,5770
2023-12-14,26,2085
2023-12-14,27,1889
2023-12-14,28,1566
2023-12-14,29,710
2023-12-14,30,1089
2023-12-14,31,535
2023-12-14,41,8361
2023-12-14,42,0
2023-12-14,43,1017
2023-12-14,44,1566
2023-12-14,45,1448
2023-12-14,46,1201
2023-12-14,47,1809
2023-12-14,48,1922
2023-12-14,49,551
2023-12-14,99,32510
2023-12-15,11,6931
2023-12-15,26,2210
2023-12-15,27,1932
2023-12-15,28,1779
2023-12-15,29,813
2023-12-15,30,1132
2023-12-15,31,545
2023-12-15,41,9722
2023-12-15,42,0
2023-12-15,43,1096
2023-12-15,44,1635
2023-12-15,45,1577
2023-12-15,46,1306
2023-12-15,47,1791
2023-12-15,48,2219
2023-12-15,49,612
2023-12-15,99,36325
2023-12-16,11,4580
2023-12-16,26,1645
2023-12-16,27,1435
2023-12-16,28,1228
2023-12-16,29,613
2023-12-16,30,729
2023-12-16,31,392
2023-12-16,41,6884
2023-12-16,42,0
2023-12-16,43,768
2023-12-16,44,1057
2023-12-16,45,1036
2023-12-16,46,807
2023-12-16,47,1203
2023-12-16,48,1577
2023-12-16,49,307
2023-12-16,99,24823
2023-12-17,11,307
2023-12-17,26,61
2023-12-17,27,30
2023-12-17,28,105
2023-12-17,29,58
2023-12-17,30,50
2023-12-17,31,31
2023-12-17,41,661
2023-12-17,43,30
2023-12-17,44,70
2023-12-17,45,50
2023-12-17,46,53
2023-12-17,47,27
2023-12-17,48,93
2023-12-17,49,84
2023-12-17,99,1733
2023-12-18,11,8248
2023-12-18,26,3142
2023-12-18,27,2481
2023-12-18,28,2249
2023-12-18,29,1085
2023-12-18,30,1354
2023-12-18,31,735
2023-12-18,41,11872
2023-12-18,42,0
2023-12-18,43,1419
2023-12-18,44,1985
2023-12-18,45,1971
2023-12-18,46,1675
2023-12-18,47,2386
2023-12-18,48,2819
2023-12-18,49,683
2023-12-18,99,45481
2023-12-19,11,7456
2023-12-19,26,2628
2023-12-19,27,2366
2023-12-19,28,1946
2023-12-19,29,885
2023-12-19,30,1235
2023-12-19,31,612
2023-12-19,41,10501
2023-12-19,42,0
2023-12-19,43,1198
2023-12-19,44,1920
2023-12-19,45,1811
2023-12-19,46,1459
2023-12-19,47,2232
2023-12-19,48,2499
2023-12-19,49,631
2023-12-19,99,40690
2023-12-20,11,6151
2023-12-20,26,2453
2023-12-20,27,1981
2023-12-20,28,1718
2023-12-20,29,742
2023-12-20,30,1014
2023-12-20,31,611
2023-12-20,41,8466
2023-12-20,42,0
2023-12-20,43,1105
2023-12-20,44,1196
2023-12-20,45,1268
2023-12-20,46,1099
2023-12-20,47,1836
2023-12-20,48,2192
2023-12-20,49,568
2023-12-20,99,33355
2023-12-21,11,5913
2023-12-21,26,2284
2023-12-21,27,1789
2023-12-21,28,1569
2023-12-21,29,646
2023-12-21,30,978
2023-12-21,31,587
2023-12-21,41,8398
2023-12-21,42,0
2023-12-21,43,909
2023-12-21,44,1421
2023-12-21,45,1218
2023-12-21,46,987
2023-12-21,47,1864
2023-12-21,48,2076
2023-12-21,49,317
2023-12-21,99,31954
2023-12-22,11,7272
2023-12-22,26,2590
2023-12-22,27,2106
2023-12-22,28,1935
2023-12-22,29,850
2023-12-22,30,1184
2023-12-22,31,623
2023-12-22,41,10500
2023-12-22,42,0
2023-12-22,43,1154
2023-12-22,44,1599
2023-12-22,45,1557
2023-12-22,46,1291
2023-12-22,47,2079
2023-12-22,48,2448
2023-12-22,49,371
2023-12-22,99,38829
2023-12-23,11,5088
2023-12-23,26,1777
2023-12-23,27,1457
2023-12-23,28,1435
2023-12-23,29,711
2023-12-23,30,834
2023-12-23,31,458
2023-12-23,41,7739
2023-12-23,42,0
2023-12-23,43,804
2023-12-23,44,1209
2023-12-23,45,1082
2023-12-23,46,814
2023-12-23,47,1381
2023-12-23,48,1670
2023-12-23,49,300
2023-12-23,99,27422
2023-12-24,11,303
2023-12-24,26,59
2023-12-24,27,35
2023-12-24,28,84
2023-12-24,29,58
2023-12-24,30,37
2023-12-24,31,23
2023-12-24,41,578
2023-12-24,43,27
2023-12-24,44,90
2023-12-24,45,41
2023-12-24,46,57
2023-12-24,47,25
2023-12-24,48,94
2023-12-24,49,52
2023-12-24,99,1580
2023-12-25,11,235
2023-12-25,26,172
2023-12-25,27,133
2023-12-25,28,106
2023-12-25,29,64
2023-12-25,30,120
2023-12-25,31,74
2023-12-25,41,509
2023-12-25,42,0
2023-12-25,43,66
2023-12-25,44,108
2023-12-25,45,72
2023-12-25,46,100
2023-12-25,47,97
2023-12-25,48,159
2023-12-25,49,55
2023-12-25,99,2095
2023-12-26,11,10317
2023-12-26,26,3821
2023-12-26,27,3258
2023-12-26,28,2583
2023-12-26,29,1285
2023-12-26,30,1619
2023-12-26,31,913
2023-12-26,41,13964
2023-12-26,42,0
2023-12-26,43,1596
2023-12-26,44,2560
2023-12-26,45,2502
2023-12-26,46,2195
2023-12-26,47,2988
2023-12-26,48,3299
2023-12-26,49,904
2023-12-26,99,55485
2023-12-27,11,7579
2023-12-27,26,2844
2023-12-27,27,2392
2023-12-27,28,2089
2023-12-27,29,980
2023-12-27,30,1389
2023-12-27,31,658
2023-12-27,41,10769
2023-12-27,42,0
2023-12-27,43,1200
2023-12-27,44,1999
2023-12-27,45,1995
2023-12-27,46,1528
2023-12-27,47,2333
2023-12-27,48,2576
2023-12-27,49,698
2023-12-27,99,42322
2023-12-28,11,7683
2023-12-28,26,2884
2023-12-28,27,2456
2023-12-28,28,1836
2023-12-28,29,991
2023-12-28,30,1210
2023-12-28,31,678
2023-12-28,41,10731
2023-12-28,42,0
2023-12-28,43,1144
2023-12-28,44,1865
2023-12-28,45,1938
2023-12-28,46,1569
2023-12-28,47,2306
2023-12-28,48,2597
2023-12-28,49,713
2023-12-28,99,41808
2023-12-29,11,9671
2023-12-29,26,3575
2023-12-29,27,2778
2023-12-29,28,2221
2023-12-29,29,1210
2023-12-29,30,1540
2023-12-29,31,765
2023-12-29,41,13391
2023-12-29,42,0
2023-12-29,43,1462
2023-12-29,44,2166
2023-12-29,45,2278
2023-12-29,46,1906
2023-12-29,47,2582
2023-12-29,48,3071
2023-12-29,49,800
2023-12-29,99,50805
2023-12-30,11,4631
2023-12-30,26,1888
2023-12-30,27,1566
2023-12-30,28,1210
2023-12-30,29,621
2023-12-30,30,843
2023-12-30,31,461
2023-12-30,41,6955
2023-12-30,42,0
2023-12-30,43,771
2023-12-30,44,1205
2023-12-30,45,1170
2023-12-30,46,952
2023-12-30,47,1338
2023-12-30,48,1672
2023-12-30,49,357
2023-12-30,99,26331
2023-12-31,11,273
2023-12-31,26,65
2023-12-31,27,26
2023-12-31,28,89
2023-12-31,29,63
2023-12-31,30,41
2023-12-31,31,29
2023-12-31,41,536
2023-12-31,43,25
2023-12-31,44,67
2023-12-31,45,36
2023-12-31,46,59
2023-12-31,47,22
2023-12-31,48,96
2023-12-31,49,110
2023-12-31,99,1568
2024-01-01,11,234
2024-01-01,26,133
2024-01-01,27,81
2024-01-01,28,148
2024-01-01,29,69
2024-01-01,30,77
2024-01-01,31,30
2024-01-01,41,423
2024-01-01,42,0
2024-01-01,43,46
2024-01-01,44,75
2024-01-01,45,0
2024-01-01,46,89
2024-01-01,47,80
2024-01-01,48,91
2024-01-01,49,44
2024-01-01,99,1725
2024-01-02,11,8976
2024-01-02,26,3192
2024-01-02,27,2716
2024-01-02,28,2355
2024-01-02,29,1202
2024-01-02,30,1407
2024-01-02,31,811
2024-01-02,41,12373
2024-01-02,42,0
2024-01-02,43,1436
2024-01-02,44,2282
2024-01-02,45,1
2024-01-02,46,1897
2024-01-02,47,2662
2024-01-02,48,3138
2024-01-02,49,715
2024-01-02,99,48721
2024-01-03,11,6261
2024-01-03,26,2423
2024-01-03,27,2074
2024-01-03,28,1723
2024-01-03,29,797
2024-01-03,30,1150
2024-01-03,31,597
2024-01-03,41,8964
2024-01-03,42,0
2024-01-03,43,1101
2024-01-03,44,1621
2024-01-03,45,2
2024-01-03,46,1327
2024-01-03,47,1964
2024-01-03,48,2274
2024-01-03,49,605
2024-01-03,99,35613
2024-01-04,11,6448
2024-01-04,26,2421
2024-01-04,27,2106
2024-01-04,28,1739
2024-01-04,29,852
2024-01-04,30,1160
2024-01-04,31,576
2024-01-04,41,9290
2024-01-04,42,0
2024-01-04,43,1176
2024-01-04,44,1697
2024-01-04,45,0
2024-01-04,46,1483
2024-01-04,47,2106
2024-01-04,48,2298
2024-01-04,49,640
2024-01-04,99,36939
2024-01-05,11,7801
2024-01-05,26,2754
2024-01-05,27,2413
2024-01-05,28,2071
2024-01-05,29,957
2024-01-05,30,1321
2024-01-05,31,705
2024-01-05,41,10982
2024-01-05,42,0
2024-01-05,43,1215
2024-01-05,44,1861
2024-01-05,45,0
2024-01-05,46,1589
2024-01-05,47,2274
2024-01-05,48,2610
2024-01-05,49,673
2024-01-05,99,42480
2024-01-06,11,4805
2024-01-06,26,1680
2024-01-06,27,1452
2024-01-06,28,1356
2024-01-06,29,609
2024-01-06,30,753
2024-01-06,31,483
2024-01-06,41,7101
2024-01-06,42,0
2024-01-06,43,816
2024-01-06,44,1177
2024-01-06,45,0
2024-01-06,46,912
2024-01-06,47,1269
2024-01-06,48,1593
2024-01-06,49,339
2024-01-06,99,26086
2024-01-07,11,228
2024-01-07,26,41
2024-01-07,27,26
2024-01-07,28,68
2024-01-07,29,50
2024-01-07,30,32
2024-01-07,31,14
2024-01-07,41,544
2024-01-07,43,18
2024-01-07,44,70
2024-01-07,45,0
2024-01-07,46,52
2024-01-07,47,31
2024-01-07,48,67
2024-01-07,49,88
2024-01-07,99,1395
2024-01-08,11,8118
2024-01-08,26,2942
2024-01-08,27,2584
2024-01-08,28,2051
2024-01-08,29,1064
2024-01-08,30,1365
2024-01-08,31,732
2024-01-08,41,11158
2024-01-08,42,2
2024-01-08,43,1347
2024-01-08,44,2049
2024-01-08,45,0
2024-01-08,46,1722
2024-01-08,47,2427
2024-01-08,48,2714
2024-01-08,49,801
2024-01-08,99,44514
2024-01-09,11,5926
2024-01-09,26,2558
2024-01-09,27,2262
2024-01-09,28,1519
2024-01-09,29,890
2024-01-09,30,1147
2024-01-09,31,582
2024-01-09,41,8088
2024-01-09,42,0
2024-01-09,43,1106
2024-01-09,44,1600
2024-01-09,45,1
2024-01-09,46,1440
2024-01-09,47,2195
2024-01-09,48,2266
2024-01-09,49,634
2024-01-09,99,34972
2024-01-10,11,6128
2024-01-10,26,2199
2024-01-10,27,1850
2024-01-10,28,1663
2024-01-10,29,768
2024-01-10,30,966
2024-01-10,31,533
2024-01-10,41,8340
2024-01-10,42,0
2024-01-10,43,884
2024-01-10,44,1378
2024-01-10,45,0
2024-01-10,46,1190
2024-01-10,47,1630
2024-01-10,48,2079
2024-01-10,49,626
2024-01-10,99,32819
2024-01-11,11,6449
2024-01-11,26,2360
2024-01-11,27,1957
2024-01-11,28,1624
2024-01-11,29,779
2024-01-11,30,1049
2024-01-11,31,539
2024-01-11,41,8934
2024-01-11,42,0
2024-01-11,43,1098
2024-01-11,44,1653
2024-01-11,45,1
2024-01-11,46,1347
2024-01-11,47,1959
2024-01-11,48,2191
2024-01-11,49,598
2024-01-11,99,35323
2024-01-12,11,7722
2024-01-12,26,2761
2024-01-12,27,2335
2024-01-12,28,1990
2024-01-12,29,923
2024-01-12,30,1234
2024-01-12,31,654
2024-01-12,41,10810
2024-01-12,42,0
2024-01-12,43,1275
2024-01-12,44,1827
2024-01-12,45,0
2024-01-12,46,1653
2024-01-12,47,2262
2024-01-12,48,2625
2024-01-12,49,662
2024-01-12,99,41933
2024-01-13,11,4755
2024-01-13,26,1669
2024-01-13,27,1388
2024-01-13,28,1317
2024-01-13,29,613
2024-01-13,30,761
2024-01-13,31,379
2024-01-13,41,7329
2024-01-13,42,0
2024-01-13,43,779
2024-01-13,44,1171
2024-01-13,45,0
2024-01-13,46,912
2024-01-13,47,1283
2024-01-13,48,1595
2024-01-13,49,314
2024-01-13,99,26087
2024-01-14,11,277
2024-01-14,26,37
2024-01-14,27,23
2024-01-14,28,85
2024-01-14,29,74
2024-01-14,30,30
2024-01-14,31,24
2024-01-14,41,578
2024-01-14,43,29
2024-01-14,44,55
2024-01-14,45,0
2024-01-14,46,38
2024-01-14,47,24
2024-01-14,48,64
2024-01-14,49,90
2024-01-14,99,1471
2024-01-15,11,8107
2024-01-15,26,3096
2024-01-15,27,2478
2024-01-15,28,2121
2024-01-15,29,1037
2024-01-15,30,1322
2024-01-15,31,720
2024-01-15,41,11314
2024-01-15,42,0
2024-01-15,43,1372
2024-01-15,44,2019
2024-01-15,45,2
2024-01-15,46,1708
2024-01-15,47,2392
2024-01-15,48,2982
2024-01-15,49,811
2024-01-15,99,44922
2024-01-16,11,6887
2024-01-16,26,2581
2024-01-16,27,2133
2024-01-16,28,1851
2024-01-16,29,909
2024-01-16,30,1182
2024-01-16,31,561
2024-01-16,41,9498
2024-01-16,42,0
2024-01-16,43,1194
2024-01-16,44,1688
2024-01-16,45,2
2024-01-16,46,1489
2024-01-16,47,2025
2024-01-16,48,2419
2024-01-16,49,618
2024-01-16,99,37977
2024-01-17,11,5291
2024-01-17,26,2296
2024-01-17,27,1834
2024-01-17,28,1456
2024-01-17,29,743
2024-01-17,30,1024
2024-01-17,31,545
2024-01-17,41,7725
2024-01-17,42,0
2024-01-17,43,1000
2024-01-17,44,1326
2024-01-17,45,1
2024-01-17,46,1186
2024-01-17,47,1798
2024-01-17,48,2000
2024-01-17,49,632
2024-01-17,99,31319
2024-01-18,11,6500
2024-01-18,26,1923
2024-01-18,27,1786
2024-01-18,28,1686
2024-01-18,29,752
2024-01-18,30,956
2024-01-18,31,519
2024-01-18,41,8803
2024-01-18,42,0
2024-01-18,43,1022
2024-01-18,44,1642
2024-01-18,45,1
2024-01-18,46,1325
2024-01-18,47,1813
2024-01-18,48,1957
2024-01-18,49,591
2024-01-18,99,33929
2024-01-19,11,7652
2024-01-19,26,2700
2024-01-19,27,2201
2024-01-19,28,1988
2024-01-19,29,940
2024-01-19,30,1147
2024-01-19,31,607
2024-01-19,41,10997
2024-01-19,42,1
2024-01-19,43,1309
2024-01-19,44,1801
2024-01-19,45,1
2024-01-19,46,1527
2024-01-19,47,2093
2024-01-19,48,2358
2024-01-19,49,571
2024-01-19,99,40986
2024-01-20,11,4507
2024-01-20,26,1575
2024-01-20,27,1300
2024-01-20,28,1278
2024-01-20,29,571
2024-01-20,30,758
2024-01-20,31,417
2024-01-20,41,6946
2024-01-20,42,0
2024-01-20,43,718
2024-01-20,44,1116
2024-01-20,45,0
2024-01-20,46,833
2024-01-20,47,1255
2024-01-20,48,1469
2024-01-20,49,275
2024-01-20,99,24634
2024-01-21,11,239
2024-01-21,26,48
2024-01-21,27,38
2024-01-21,28,75
2024-01-21,29,50
2024-01-21,30,31
2024-01-21,31,26
2024-01-21,41,499
2024-01-21,42,0
2024-01-21,43,33
2024-01-21,44,68
2024-01-21,45,0
2024-01-21,46,41
2024-01-21,47,37
2024-01-21,48,59
2024-01-21,49,89
2024-01-21,99,1396
2024-01-22,11,7379
2024-01-22,26,2940
2024-01-22,27,2391
2024-01-22,28,1944
2024-01-22,29,950
2024-01-22,30,1234
2024-01-22,31,718
2024-01-22,41,10466
2024-01-22,42,0
2024-01-22,43,1201
2024-01-22,44,1688
2024-01-22,45,1
2024-01-22,46,1502
2024-01-22,47,2411
2024-01-22,48,2752
2024-01-22,49,627
2024-01-22,99,41392
2024-01-23,11,5557
2024-01-23,26,2235
2024-01-23,27,1888
2024-01-23,28,1540
2024-01-23,29,587
2024-01-23,30,909
2024-01-23,31,562
2024-01-23,41,8061
2024-01-23,42,0
2024-01-23,43,927
2024-01-23,44,1265
2024-01-23,45,0
2024-01-23,46,1120
2024-01-23,47,1865
2024-01-23,48,2108
2024-01-23,49,365
2024-01-23,99,31171
2024-01-24,11,5493
2024-01-24,26,2062
2024-01-24,27,1786
2024-01-24,28,1390
2024-01-24,29,580
2024-01-24,30,1030
2024-01-24,31,482
2024-01-24,41,7854
2024-01-24,42,0
2024-01-24,43,890
2024-01-24,44,1313
2024-01-24,45,0
2024-01-24,46,983
2024-01-24,47,1632
2024-01-24,48,1982
2024-01-24,49,388
2024-01-24,99,30104
2024-01-25,11,6147
2024-01-25,26,2168
2024-01-25,27,1981
2024-01-25,28,1622
2024-01-25,29,747
2024-01-25,30,1040
2024-01-25,31,516
2024-01-25,41,8937
2024-01-25,42,0
2024-01-25,43,1094
2024-01-25,44,1677
2024-01-25,45,3
2024-01-25,46,1406
2024-01-25,47,1902
2024-01-25,48,2292
2024-01-25,49,609
2024-01-25,99,34845
2024-01-26,11,7684
2024-01-26,26,2740
2024-01-26,27,2334
2024-01-26,28,1998
2024-01-26,29,974
2024-01-26,30,1256
2024-01-26,31,602
2024-01-26,41,10922
2024-01-26,42,0
2024-01-26,43,1280
2024-01-26,44,1954
2024-01-26,45,1
2024-01-26,46,1721
2024-01-26,47,2394
2024-01-26,48,2813
2024-01-26,49,699
2024-01-26,99,42644
2024-01-27,11,4794
2024-01-27,26,1618
2024-01-27,27,1399
2024-01-27,28,1312
2024-01-27,29,597
2024-01-27,30,794
2024-01-27,31,418
2024-01-27,41,7211
2024-01-27,42,0
2024-01-27,43,772
2024-01-27,44,1215
2024-01-27,45,0
2024-01-27,46,878
2024-01-27,47,1363
2024-01-27,48,1643
2024-01-27,49,294
2024-01-27,99,26101
2024-01-28,11,262
2024-01-28,26,41
2024-01-28,27,33
2024-01-28,28,63
2024-01-28,29,56
2024-01-28,30,37
2024-01-28,31,18
2024-01-28,41,555
2024-01-28,43,34
2024-01-28,44,75
2024-01-28,45,0
2024-01-28,46,50
2024-01-28,47,27
2024-01-28,48,69
2024-01-28,49,77
2024-01-28,99,1452
2024-01-29,11,8660
2024-01-29,26,3166
2024-01-29,27,2691
2024-01-29,28,2385
2024-01-29,29,1106
2024-01-29,30,1388
2024-01-29,31,812
2024-01-29,41,12270
2024-01-29,42,0
2024-01-29,43,1438
2024-01-29,44,2364
2024-01-29,45,0
2024-01-29,46,1938
2024-01-29,47,2750
2024-01-29,48,3052
2024-01-29,49,815
2024-01-29,99,48701
2024-01-30,11,7055
2024-01-30,26,2568
2024-01-30,27,2223
2024-01-30,28,1909
2024-01-30,29,960
2024-01-30,30,1147
2024-01-30,31,654
2024-01-30,41,9996
2024-01-30,42,0
2024-01-30,43,1174
2024-01-30,44,1849
2024-01-30,45,0
2024-01-30,46,1510
2024-01-30,47,2222
2024-01-30,48,2524
2024-01-30,49,634
2024-01-30,99,39454
2024-01-31,11,5976
2024-01-31,26,2100
2024-01-31,27,1899
2024-01-31,28,1719
2024-01-31,29,766
2024-01-31,30,992
2024-01-31,31,532
2024-01-31,41,8839
2024-01-31,42,0
2024-01-31,43,1084
2024-01-31,44,1503
2024-01-31,45,0
2024-01-31,46,1281
2024-01-31,47,1945
2024-01-31,48,2029
2024-01-31,49,557
2024-01-31,99,33987
2024-02-01,11,6078
2024-02-01,26,2095
2024-02-01,27,2008
2024-02-01,28,1580
2024-02-01,29,775
2024-02-01,30,1029
2024-02-01,31,546
2024-02-01,41,8817
2024-02-01,42,0
2024-02-01,43,1049
2024-02-01,44,1694
2024-02-01,45,0
2024-02-01,46,1338
2024-02-01,47,1932
2024-02-01,48,2165
2024-02-01,49,525
2024-02-01,99,34216
2024-02-02,11,7444
2024-02-02,26,2564
2024-02-02,27,2233
2024-02-02,28,1907
2024-02-02,29,906
2024-02-02,30,1218
2024-02-02,31,632
2024-02-02,41,10701
2024-02-02,42,0
2024-02-02,43,1294
2024-02-02,44,1874
2024-02-02,45,3
2024-02-02,46,1492
2024-02-02,47,2234
2024-02-02,48,2565
2024-02-02,49,582
2024-02-02,99,40693
2024-02-03,11,4472
2024-02-03,26,1527
2024-02-03,27,1401
2024-02-03,28,1277
2024-02-03,29,595
2024-02-03,30,748
2024-02-03,31,425
2024-02-03,41,7241
2024-02-03,42,0
2024-02-03,43,741
2024-02-03,44,1052
2024-02-03,45,0
2024-02-03,46,875
2024-02-03,47,1154
2024-02-03,48,1613
2024-02-03,49,292
2024-02-03,99,25198
2024-02-04,11,270
2024-02-04,26,54
2024-02-04,27,31
2024-02-04,28,67
2024-02-04,29,59
2024-02-04,30,33
2024-02-04,31,32
2024-02-04,41,532
2024-02-04,43,23
2024-02-04,44,78
2024-02-04,45,0
2024-02-04,46,48
2024-02-04,47,35
2024-02-04,48,81
2024-02-04,49,65
2024-02-04,99,1466
2024-02-05,11,8094
2024-02-05,26,2704
2024-02-05,27,2334
2024-02-05,28,2096
2024-02-05,29,973
2024-02-05,30,1270
2024-02-05,31,664
2024-02-05,41,11373
2024-02-05,42,0
2024-02-05,43,1374
2024-02-05,44,1885
2024-02-05,45,0
2024-02-05,46,1727
2024-02-05,47,2293
2024-02-05,48,2737
2024-02-05,49,716
2024-02-05,99,43467
2024-02-06,11,7057
2024-02-06,26,2726
2024-02-06,27,2150
2024-02-06,28,1840
2024-02-06,29,849
2024-02-06,30,1164
2024-02-06,31,636
2024-02-06,41,10002
2024-02-06,42,0
2024-02-06,43,1226
2024-02-06,44,1762
2024-02-06,45,0
2024-02-06,46,1502
2024-02-06,47,2113
2024-02-06,48,2460
2024-02-06,49,636
2024-02-06,99,38887
2024-02-07,11,6577
2024-02-07,26,2421
2024-02-07,27,2090
2024-02-07,28,1764
2024-02-07,29,787
2024-02-07,30,1109
2024-02-07,31,572
2024-02-07,41,9383
2024-02-07,42,0
2024-02-07,43,1090
2024-02-07,44,1563
2024-02-07,45,0
2024-02-07,46,1318
2024-02-07,47,2105
2024-02-07,48,2320
2024-02-07,49,598
2024-02-07,99,36427
2024-02-08,11,8094
2024-02-08,26,2812
2024-02-08,27,2361
2024-02-08,28,2225
2024-02-08,29,1012
2024-02-08,30,1322
2024-02-08,31,761
2024-02-08,41,11617
2024-02-08,42,0
2024-02-08,43,1313
2024-02-08,44,1817
2024-02-08,45,1
2024-02-08,46,1633
2024-02-08,47,2444
2024-02-08,48,2753
2024-02-08,49,708
2024-02-08,99,43843
2024-02-09,11,535
2024-02-09,26,216
2024-02-09,27,194
2024-02-09,28,172
2024-02-09,29,93
2024-02-09,30,105
2024-02-09,31,53
2024-02-09,41,723
2024-02-09,43,69
2024-02-09,44,131
2024-02-09,45,0
2024-02-09,46,159
2024-02-09,47,143
2024-02-09,48,198
2024-02-09,49,75
2024-02-09,99,3067
2024-02-10,11,134
2024-02-10,26,28
2024-02-10,27,27
2024-02-10,28,36
2024-02-10,29,24
2024-02-10,30,29
2024-02-10,31,8
2024-02-10,41,183
2024-02-10,42,0
2024-02-10,43,20
2024-02-10,44,35
2024-02-10,45,0
2024-02-10,46,40
2024-02-10,47,26
2024-02-10,48,54
2024-02-10,49,14
2024-02-10,99,684
2024-02-11,11,208
2024-02-11,26,19
2024-02-11,27,31
2024-02-11,28,56
2024-02-11,29,66
2024-02-11,30,44
2024-02-11,31,13
2024-02-11,41,315
2024-02-11,42,0
2024-02-11,43,38
2024-02-11,44,55
2024-02-11,45,0
2024-02-11,46,43
2024-02-11,47,22
2024-02-11,48,48
2024-02-11,49,31
2024-02-11,99,1049
2024-02-12,11,823
2024-02-12,26,361
2024-02-12,27,307
2024-02-12,28,345
2024-02-12,29,156
2024-02-12,30,160
2024-02-12,31,113
2024-02-12,41,2003
2024-02-12,43,159
2024-02-12,44,218
2024-02-12,45,0
2024-02-12,46,173
2024-02-12,47,217
2024-02-12,48,401
2024-02-12,49,95
2024-02-12,99,5738
2024-02-13,11,9652
2024-02-13,26,3448
2024-02-13,27,2862
2024-02-13,28,2642
2024-02-13,29,1194
2024-02-13,30,1538
2024-02-13,31,910
2024-02-13,41,13818
2024-02-13,42,0
2024-02-13,43,1510
2024-02-13,44,2416
2024-02-13,45,0
2024-02-13,46,2016
2024-02-13,47,2940
2024-02-13,48,3246
2024-02-13,49,800
2024-02-13,99,53083
2024-02-14,11,6903
2024-02-14,26,2290
2024-02-14,27,2068
2024-02-14,28,1874
2024-02-14,29,777
2024-02-14,30,1172
2024-02-14,31,591
2024-02-14,41,10109
2024-02-14,42,0
2024-02-14,43,1218
2024-02-14,44,1871
2024-02-14,45,0
2024-02-14,46,1291
2024-02-14,47,2036
2024-02-14,48,2178
2024-02-14,49,614
2024-02-14,99,37921
2024-02-15,11,5663
2024-02-15,26,2471
2024-02-15,27,2092
2024-02-15,28,1481
2024-02-15,29,748
2024-02-15,30,956
2024-02-15,31,619
2024-02-15,41,7921
2024-02-15,42,0
2024-02-15,43,1012
2024-02-15,44,1635
2024-02-15,45,1
2024-02-15,46,1365
2024-02-15,47,2044
2024-02-15,48,2329
2024-02-15,49,610
2024-02-15,99,33504
2024-02-16,11,7822
2024-02-16,26,2649
2024-02-16,27,2407
2024-02-16,28,2031
2024-02-16,29,915
2024-02-16,30,1309
2024-02-16,31,694
2024-02-16,41,11202
2024-02-16,42,0
2024-02-16,43,1285
2024-02-16,44,2003
2024-02-16,45,3
2024-02-16,46,1602
2024-02-16,47,2246
2024-02-16,48,2763
2024-02-16,49,633
2024-02-16,99,42746
2024-02-17,11,4898
2024-02-17,26,1670
2024-02-17,27,1427
2024-02-17,28,1300
2024-02-17,29,605
2024-02-17,30,780
2024-02-17,31,449
2024-02-17,41,7552
2024-02-17,42,0
2024-02-17,43,721
2024-02-17,44,1219
2024-02-17,45,0
2024-02-17,46,886
2024-02-17,47,1277
2024-02-17,48,1712
2024-02-17,49,347
2024-02-17,99,26630
2024-02-18,11,242
2024-02-18,26,30
2024-02-18,27,34
2024-02-18,28,62
2024-02-18,29,42
2024-02-18,30,33
2024-02-18,31,21
2024-02-18,41,545
2024-02-18,42,0
2024-02-18,43,25
2024-02-18,44,75
2024-02-18,46,59
2024-02-18,47,36
2024-02-18,48,70
2024-02-18,49,80
2024-02-18,99,1407
2024-02-19,11,8042
2024-02-19,26,3000
2024-02-19,27,2384
2024-02-19,28,2105
2024-02-19,29,1018
2024-02-19,30,1259
2024-02-19,31,753
2024-02-19,41,11174
2024-02-19,42,0
2024-02-19,43,1425
2024-02-19,44,2004
2024-02-19,45,0
2024-02-19,46,1719
2024-02-19,47,2433
2024-02-19,48,2903
2024-02-19,49,790
2024-02-19,99,44274
2024-02-20,11,7032
2024-02-20,26,2298
2024-02-20,27,2009
2024-02-20,28,1762
2024-02-20,29,822
2024-02-20,30,1019
2024-02-20,31,508
2024-02-20,41,9784
